,listing_id,year,comments,id,lat_lon,price,latitude,longitude
1079,1635595,2021,1,1635595,"19.43149,-99.165543",1836.0,19.43149,-99.165543
1090,1662282,2021,2,1662282,"19.4154,-99.15701",1243.5,19.4154,-99.15701
1099,1676923,2021,45,1676923,"19.41919,-99.15894",1584.0,19.41919,-99.15894
1108,1689161,2021,10,1689161,"['19.41105,-99.17436' '19.41147,-99.17284']",1087.0,19.41105,-99.17436
1116,1732906,2021,28,1732906,"19.394831,-99.175827",450.0,19.394831,-99.175827
1130,1768385,2021,68,1768385,"19.43432,-99.14581",1008.5,19.43432,-99.14581
1142,1797749,2021,10,1797749,"19.41143,-99.16533",1782.0,19.41143,-99.16533
1146,1798108,2021,2,1798108,"['19.41525,-99.16793' '19.41638,-99.16868']",1800.0,19.41525,-99.16793
1155,1826212,2021,2,1826212,"['19.38089,-99.17245' '19.38144,-99.17096']",950.0,19.38089,-99.17245
1164,1850394,2021,6,1850394,"19.43122,-99.15562",1645.0,19.43122,-99.15562
1165,1869809,2021,2,1869809,"19.36823,-99.18607",700.0,19.36823,-99.18607
1173,1877286,2021,12,1877286,"19.42804,-99.16463",3898.5,19.42804,-99.16463
1185,1919273,2021,3,1919273,"['19.42048,-99.16697' '19.4221,-99.16886']",375.0,19.42048,-99.16697
1194,1919310,2021,1,1919310,"19.42242,-99.16823",350.0,19.42242,-99.16823
1203,1919438,2021,22,1919438,"['19.42048,-99.15678' '19.42072,-99.15759']",1760.5,19.42048,-99.15678
1248,2033931,2021,8,2033931,"19.42887,-99.17651",800.0,19.42887,-99.17651
1261,2056514,2021,4,2056514,"['19.35711,-99.16049' '19.35713,-99.16026']",1093.0,19.35711,-99.16049
1284,2075738,2021,12,2075738,"19.41909,-99.16043",2500.0,19.41909,-99.16043
1292,2083241,2021,30,2083241,"['19.4153,-99.16763' '19.41673,-99.16577']",1432.0,19.4153,-99.16763
1300,2084093,2021,16,2084093,"19.43949,-99.08769",452.0,19.43949,-99.08769
1311,2094427,2021,5,2094427,"19.43573,-99.18955",1268.0,19.43573,-99.18955
1322,2117709,2021,1,2117709,"['19.34219,-99.15952' '19.3441,-99.15786']",557.0,19.34219,-99.15952
1330,2118573,2021,9,2118573,"['19.38777,-99.17532' '19.38837,-99.1739']",1855.0,19.38777,-99.17532
1354,2171338,2021,35,2171338,"19.43339,-99.15467",1218.0,19.43339,-99.15467
1370,2228415,2021,1,2228415,"19.34948,-99.19381",5000.0,19.34948,-99.19381
1385,2238309,2021,8,2238309,"19.41689,-99.17792",1550.0,19.41689,-99.17792
1392,2257525,2021,2,2257525,"19.40252,-99.18273",270.0,19.40252,-99.18273
1398,2284377,2021,2,2284377,"19.43793,-99.20905",722.5,19.43793,-99.20905
1406,2289797,2021,7,2289797,"19.42054,-99.17074",1000.0,19.42054,-99.17074
1410,2297044,2021,3,2297044,"19.41767,-99.16652",1875.0,19.41767,-99.16652
1418,2297850,2021,3,2297850,"19.42887,-99.17651",609.0,19.42887,-99.17651
1426,2307983,2021,30,2307983,"19.42589,-99.16634",1525.5,19.42589,-99.16634
1431,2315918,2021,2,2315918,"19.418,-99.16532",1625.0,19.418,-99.16532
1446,2373420,2021,1,2373420,"19.30729,-99.16962",213.0,19.30729,-99.16962
1451,2401724,2021,49,2401724,"19.4171,-99.1725",1051.0,19.4171,-99.1725
1457,2406485,2021,3,2406485,"['19.40103,-99.17618' '19.40171,-99.17793']",375.0,19.40103,-99.17618
1473,2436156,2021,2,2436156,"['19.4098,-99.17851' '19.40987,-99.1798']",1646.5,19.4098,-99.17851
1484,2447795,2021,2,2447795,"19.41245,-99.18961",1496.0,19.41245,-99.18961
1491,2484037,2021,6,2484037,"19.41059,-99.17501",1115.0,19.41059,-99.17501
1505,2506525,2021,1,2506525,"['19.31669,-99.16917' '19.3183,-99.16781']",208.0,19.31669,-99.16917
1512,2519535,2021,1,2519535,"19.35418,-99.16338",1162.5,19.35418,-99.16338
1519,2521698,2021,15,2521698,"19.41356,-99.17586",1234.5,19.41356,-99.17586
1527,2537481,2021,22,2537481,"['19.42018,-99.15945' '19.42256,-99.16074']",2458.5,19.42018,-99.15945
1535,2537521,2021,4,2537521,"19.4218,-99.16474",3062.0,19.4218,-99.16474
1554,2547576,2021,11,2547576,"['19.34705,-99.16738' '19.34706,-99.16568']",570.0,19.34705,-99.16738
1561,2565646,2021,3,2565646,"19.42574,-99.16625",1698.0,19.42574,-99.16625
1572,2601933,2021,2,2601933,"19.41728,-99.16635",1875.0,19.41728,-99.16635
1603,2715327,2021,7,2715327,"['19.43341,-99.15124' '19.43523,-99.15151']",473.5,19.43341,-99.15124
1617,2730414,2021,6,2730414,"19.35052,-99.29163",2000.0,19.35052,-99.29163
1621,2745912,2021,17,2745912,"['19.37496,-99.17334' '19.37542,-99.17232']",292.5,19.37496,-99.17334
1635,2784853,2021,11,2784853,"19.41833,-99.11802",1541.5,19.41833,-99.11802
1640,2794006,2021,4,2794006,"19.37892,-99.1889",761.5,19.37892,-99.1889
1647,2801646,2021,1,2801646,"19.43,-99.17411",729.0,19.43,-99.17411
1652,2831712,2021,4,2831712,"['19.41856,-99.16593' '19.41875,-99.16545']",1625.0,19.41856,-99.16593
1677,2863665,2021,2,2863665,"['19.4321,-99.17323' '19.43238,-99.17465']",400.0,19.4321,-99.17323
1686,2894095,2021,1,2894095,"19.36045,-99.27996",3375.0,19.36045,-99.27996
1700,2908957,2021,2,2908957,"19.42536,-99.16043",682.5,19.42536,-99.16043
1706,2942919,2021,2,2942919,"19.34682,-99.16616",449.0,19.34682,-99.16616
1719,2979950,2021,5,2979950,"['19.38869,-99.18381' '19.38974,-99.18328']",333.0,19.38869,-99.18381
1727,2984619,2021,4,2984619,"['19.43487,-99.20645' '19.43661,-99.20527']",1505.0,19.43487,-99.20645
1735,2984948,2021,2,2984948,"['19.42962,-99.20321' '19.43105,-99.20278']",1318.5,19.42962,-99.20321
1743,2985126,2021,6,2985126,"19.40522,-99.24098",929.0,19.40522,-99.24098
1751,2986194,2021,2,2986194,"['19.42504,-99.22547' '19.42512,-99.22595']",1655.0,19.42504,-99.22547
1766,2993993,2021,4,2993993,"19.4017,-99.25329",1833.0,19.4017,-99.25329
1769,3000163,2021,2,3000163,"19.39056,-99.18258",333.0,19.39056,-99.18258
1776,3011163,2021,8,3011163,"['19.39012,-99.18337' '19.39057,-99.18412']",309.0,19.39012,-99.18337
1784,3013008,2021,21,3013008,"19.44336,-99.20072",1205.5,19.44336,-99.20072
1801,3033293,2021,13,3033293,"['19.42182,-99.15899' '19.42198,-99.15906']",1242.0,19.42182,-99.15899
1811,3049887,2021,3,3049887,"19.42503,-99.22601",1010.0,19.42503,-99.22601
1819,3057573,2021,26,3057573,"['19.42863,-99.19304' '19.42993,-99.19266']",1591.5,19.42863,-99.19304
1824,3105424,2021,2,3105424,"19.43242,-99.19045",2250.0,19.43242,-99.19045
1834,3148012,2021,15,3148012,"19.41121,-99.15957",1693.0,19.41121,-99.15957
1841,3157656,2021,3,3157656,"19.43432,-99.14581",1458.0,19.43432,-99.14581
1846,3168035,2021,3,3168035,"['19.41754,-99.17158' '19.41907,-99.17129']",240.0,19.41754,-99.17158
1852,3168086,2021,1,3168086,"['19.4178,-99.16999' '19.41798,-99.17052']",170.0,19.4178,-99.16999
1858,3183133,2021,1,3183133,"['19.40303,-99.24273' '19.40306,-99.24098']",762.5,19.40303,-99.24273
1873,3240086,2021,8,3240086,"['19.43348,-99.14837' '19.43386,-99.14648']",522.5,19.43348,-99.14837
1879,3242026,2021,5,3242026,"19.45688,-99.21323",848.0,19.45688,-99.21323
1894,3293072,2021,7,3293072,"['19.43488,-99.15107' '19.43547,-99.15318']",2062.0,19.43488,-99.15107
1901,3293497,2021,10,3293497,"['19.40596,-99.17049' '19.4061,-99.16957']",871.5,19.40596,-99.17049
1909,3293655,2021,4,3293655,"19.43815,-99.13644",2888.0,19.43815,-99.13644
1917,3319297,2021,5,3319297,"19.42646,-99.16036",984.0,19.42646,-99.16036
1932,3332515,2021,6,3332515,"19.41023,-99.17655",649.5,19.41023,-99.17655
1942,3386326,2021,14,3386326,"['19.39229,-99.17625' '19.39294,-99.17416']",1199.0,19.39229,-99.17625
1952,3424613,2021,1,3424613,"19.4504,-99.18019",768.5,19.4504,-99.18019
1957,3444475,2021,3,3444475,"19.3488,-99.20031",618.0,19.3488,-99.20031
1968,3498395,2021,4,3498395,"19.38618,-99.17167",600.0,19.38618,-99.17167
1978,3561395,2021,4,3561395,"['19.40623,-99.17141' '19.40645,-99.16959']",1191.5,19.40623,-99.17141
1986,3577110,2021,2,3577110,"19.41232,-99.16073",742.0,19.41232,-99.16073
1990,3586379,2021,2,3586379,"19.40702,-99.16002",850.0,19.40702,-99.16002
1995,3595167,2021,8,3595167,"['19.43211,-99.16912' '19.43224,-99.16942']",518.5,19.43211,-99.16912
2001,3602334,2021,2,3602334,"19.43293,-99.21078",790.0,19.43293,-99.21078
2017,3635953,2021,67,3635953,"19.43215,-99.18851",1454.0,19.43215,-99.18851
2036,3688757,2021,32,3688757,"19.41441,-99.16323",1421.0,19.41441,-99.16323
2048,3756112,2021,4,3756112,"19.42867,-99.17647",697.0,19.42867,-99.17647
2055,3767434,2021,5,3767434,"['19.37582,-99.1605' '19.37762,-99.15932']",740.0,19.37582,-99.1605
2064,3818532,2021,2,3818532,"['19.3701,-99.25011' '19.37014,-99.24816']",256.5,19.3701,-99.25011
2071,3835382,2021,2,3835382,"19.41152,-99.17262",2695.0,19.41152,-99.17262
2078,3835975,2021,9,3835975,"19.4202,-99.16906",5400.0,19.4202,-99.16906
2092,3843651,2021,3,3843651,"19.35984,-99.27943",2599.5,19.35984,-99.27943
2101,3849434,2021,76,3849434,"19.42044,-99.16682",1149.0,19.42044,-99.16682
2109,3869175,2021,1,3869175,"19.43728,-99.14224",678.0,19.43728,-99.14224
2124,3876420,2021,26,3876420,"19.39052,-99.15944",483.0,19.39052,-99.15944
2137,3898193,2021,1,3898193,"19.43815,-99.13644",1444.0,19.43815,-99.13644
2145,3904158,2021,9,3904158,"['19.42881,-99.14792' '19.42906,-99.14615']",660.0,19.42881,-99.14792
2153,3916192,2021,20,3916192,"['19.4193,-99.16843' '19.41964,-99.16893']",2050.0,19.4193,-99.16843
2161,3916297,2021,6,3916297,"19.41321,-99.15943",695.0,19.41321,-99.15943
2170,3938955,2021,14,3938955,"['19.40842,-99.17385' '19.4089,-99.17479']",287.0,19.40842,-99.17385
2175,3942287,2021,2,3942287,"['19.40591,-99.18833' '19.40678,-99.18864']",2041.0,19.40591,-99.18833
2183,3944872,2021,7,3944872,"['19.41961,-99.16729' '19.42139,-99.16748']",1223.0,19.41961,-99.16729
2196,3950182,2021,3,3950182,"19.45254,-99.16312",1009.5,19.45254,-99.16312
2203,3961445,2021,9,3961445,"19.34015,-99.15832",304.5,19.34015,-99.15832
2209,3983196,2021,1,3983196,"['19.3418,-99.16755' '19.34214,-99.16809']",279.0,19.3418,-99.16755
2224,4000119,2021,1,4000119,"['19.42117,-99.16809' '19.42164,-99.16834']",719.0,19.42117,-99.16809
2231,4013766,2021,10,4013766,"19.4374,-99.19049",3178.5,19.4374,-99.19049
2239,4032302,2021,10,4032302,"['19.40456,-99.16308' '19.4049,-99.16206']",707.0,19.40456,-99.16308
2244,4062881,2021,2,4062881,"19.35059,-99.1978",289.0,19.35059,-99.1978
2252,4073755,2021,21,4073755,"['19.437281,-99.212929' '19.43825,-99.21371']",3419.0,19.437281,-99.212929
2266,4074709,2021,11,4074709,"19.41896,-99.15508",1189.5,19.41896,-99.15508
2273,4091848,2021,4,4091848,"19.43025,-99.17326",565.0,19.43025,-99.17326
2280,4097894,2021,24,4097894,"19.35291,-99.16764",494.5,19.35291,-99.16764
2296,4118496,2021,5,4118496,"19.43792,-99.19647",2082.5,19.43792,-99.19647
2300,4133239,2021,4,4133239,"19.43326,-99.16806",900.0,19.43326,-99.16806
2303,4142890,2021,13,4142890,"19.43107,-99.14473",1003.5,19.43107,-99.14473
2310,4179076,2021,4,4179076,"19.43395,-99.20611",2471.0,19.43395,-99.20611
2317,4180044,2021,8,4180044,"['19.42978,-99.20304' '19.43133,-99.20451']",1213.5,19.42978,-99.20304
2321,4197547,2021,1,4197547,"['19.4273,-99.16889' '19.42896,-99.17025']",2882.0,19.4273,-99.16889
2332,4234262,2021,20,4234262,"19.41104,-99.17168",895.5,19.41104,-99.17168
2365,4269213,2021,9,4269213,"19.42884,-99.17447",815.5,19.42884,-99.17447
2373,4276768,2021,7,4276768,"['19.30177,-99.12838' '19.3019,-99.12866']",550.0,19.30177,-99.12838
2380,4278958,2021,3,4278958,"19.4366,-99.19059",9100.0,19.4366,-99.19059
2395,4297680,2021,3,4297680,"19.37781,-99.15996",657.0,19.37781,-99.15996
2417,4343260,2021,1,4343260,"['19.33558,-99.20339' '19.33744,-99.20311']",650.0,19.33558,-99.20339
2426,4388360,2021,6,4388360,"['19.40417,-99.17088' '19.40563,-99.17028']",265.0,19.40417,-99.17088
2436,4409975,2021,42,4409975,"['19.35349,-99.14729' '19.35398,-99.14778']",727.5,19.35349,-99.14729
2442,4421504,2021,27,4421504,"19.41624,-99.15748",1594.5,19.41624,-99.15748
2448,4454484,2021,1,4454484,"19.41026,-99.16175",265.0,19.41026,-99.16175
2453,4457362,2021,1,4457362,"['19.33598,-99.1238' '19.33631,-99.12529']",2721.5,19.33598,-99.1238
2463,4489287,2021,2,4489287,"['19.3765,-99.16637' '19.37819,-99.16773']",1031.0,19.3765,-99.16637
2486,4509559,2021,15,4509559,"19.35362,-99.1477",737.0,19.35362,-99.1477
2490,4519487,2021,1,4519487,"['19.26894,-99.17053' '19.26926,-99.17119']",428.0,19.26894,-99.17053
2493,4523635,2021,6,4523635,"['19.42686,-99.17351' '19.42689,-99.17174']",329.0,19.42686,-99.17351
2507,4581152,2021,22,4581152,"['19.404,-99.24108' '19.4053,-99.24144']",690.0,19.404,-99.24108
2510,4602165,2021,1,4602165,"19.40858,-99.16858",576.5,19.40858,-99.16858
2515,4604049,2021,49,4604049,"['19.42468,-99.16214' '19.42663,-99.1608']",1661.5,19.42468,-99.16214
2533,4631054,2021,6,4631054,"19.43345,-99.13832",1507.0,19.43345,-99.13832
2546,4642549,2021,8,4642549,"['19.34601,-99.16372' '19.34743,-99.1638']",1653.0,19.34601,-99.16372
2553,4670591,2021,26,4670591,"19.41066,-99.16193",410.0,19.41066,-99.16193
2561,4709767,2021,15,4709767,"['19.4042,-99.16285' '19.40513,-99.16328']",1350.0,19.4042,-99.16285
2584,4725334,2021,16,4725334,"19.41708,-99.1769",1651.5,19.41708,-99.1769
2610,4810186,2021,3,4810186,"19.40706,-99.17451",274.0,19.40706,-99.17451
2619,4822510,2021,1,4822510,"19.36581,-99.1792",1300.0,19.36581,-99.1792
2625,4823418,2021,1,4823418,"['19.44308,-99.20324' '19.44357,-99.20401']",2531.0,19.44308,-99.20324
2633,4833571,2021,1,4833571,"['19.40707,-99.17086' '19.40846,-99.17092']",435.0,19.40707,-99.17086
2654,4895630,2021,19,4895630,"['19.34794,-99.15955' '19.34974,-99.15847']",2474.0,19.34794,-99.15955
2660,4916861,2021,33,4916861,"19.43638,-99.16074",770.0,19.43638,-99.16074
2667,4920692,2021,31,4920692,"19.41253,-99.16283",582.0,19.41253,-99.16283
2673,4936003,2021,10,4936003,"19.46095,-99.17944",750.0,19.46095,-99.17944
2674,4942075,2021,7,4942075,"['19.42471,-99.15656' '19.4249,-99.15776']",262.0,19.42471,-99.15656
2681,4954397,2021,2,4954397,"['19.43627,-99.17998' '19.43839,-99.18088']",1050.0,19.43627,-99.17998
2688,4955354,2021,8,4955354,"['19.39684,-99.17748' '19.39691,-99.17704']",252.0,19.39684,-99.17748
2694,4975402,2021,1,4975402,"19.43815,-99.13644",1444.0,19.43815,-99.13644
2704,4983049,2021,2,4983049,"['19.421,-99.16583' '19.42216,-99.16518']",829.0,19.421,-99.16583
2711,5012755,2021,2,5012755,"19.4117,-99.17848",1232.0,19.4117,-99.17848
2727,5055869,2021,6,5055869,"19.40708,-99.17031",1409.0,19.40708,-99.17031
2739,5061093,2021,26,5061093,"19.39184,-99.17684",939.0,19.39184,-99.17684
2746,5065732,2021,13,5065732,"['19.40784,-99.17005' '19.41198,-99.17493']",5245.5,19.40784,-99.17005
2763,5165714,2021,8,5165714,"19.33576,-99.19106",270.0,19.33576,-99.19106
2770,5171464,2021,14,5171464,"['19.428986,-99.134689' '19.42933,-99.13462']",922.0,19.428986,-99.134689
2788,5182369,2021,15,5182369,"19.42012,-99.17086",1267.0,19.42012,-99.17086
2796,5183863,2021,1,5183863,"['19.42593,-99.22538' '19.42594,-99.22524']",1493.0,19.42593,-99.22538
2798,5185444,2021,7,5185444,"['19.4128,-99.15512' '19.41307,-99.15496']",393.5,19.4128,-99.15512
2804,5191149,2021,6,5191149,"['19.41704,-99.16624' '19.41888,-99.16587']",1625.5,19.41704,-99.16624
2816,5193000,2021,33,5193000,"['19.42751,-99.14041' '19.42924,-99.13881']",362.5,19.42751,-99.14041
2826,5193870,2021,6,5193870,"['19.42395,-99.22415' '19.42404,-99.2254']",1019.5,19.42395,-99.22415
2833,5200568,2021,5,5200568,"19.39482,-99.17747",203.0,19.39482,-99.17747
2846,5212601,2021,22,5212601,"['19.40573,-99.1709' '19.40719,-99.17091']",3016.5,19.40573,-99.1709
2855,5229072,2021,12,5229072,"['19.34387,-99.16235' '19.34593,-99.16079']",536.0,19.34387,-99.16235
2868,5272690,2021,16,5272690,"['19.42785,-99.13516' '19.428986,-99.134689']",687.5,19.42785,-99.13516
2875,5276417,2021,12,5276417,"['19.428986,-99.134689' '19.42919,-99.1349']",857.5,19.428986,-99.134689
2882,5287695,2021,21,5287695,"19.42876,-99.13445",700.0,19.42876,-99.13445
2894,5298333,2021,8,5298333,"19.34447,-99.16036",330.0,19.34447,-99.16036
2901,5304932,2021,8,5304932,"19.41731,-99.1196",1408.0,19.41731,-99.1196
2915,5371323,2021,20,5371323,"['19.408,-99.18017' '19.40802,-99.17856']",1624.5,19.408,-99.18017
2920,5381625,2021,1,5381625,"['19.39507,-99.17451' '19.39656,-99.17586']",2164.5,19.39507,-99.17451
2927,5387427,2021,7,5387427,"19.41243,-99.17499",566.0,19.41243,-99.17499
2934,5414029,2021,19,5414029,"['19.413349,-99.170555' '19.41365,-99.17042']",486.5,19.413349,-99.170555
2941,5423456,2021,7,5423456,"19.39811,-99.1822",925.5,19.39811,-99.1822
2947,5434219,2021,1,5434219,"['19.43679,-99.15388' '19.43883,-99.15283']",309.0,19.43679,-99.15388
2964,5488293,2021,3,5488293,"['19.40735,-99.17363' '19.40806,-99.17345']",1444.5,19.40735,-99.17363
2971,5497778,2021,58,5497778,"19.4096,-99.16946",1831.5,19.4096,-99.16946
2978,5512602,2021,12,5512602,"19.42374,-99.1763",1429.5,19.42374,-99.1763
2985,5532624,2021,21,5532624,"['19.43386,-99.15124' '19.43387,-99.1511']",2371.5,19.43386,-99.15124
2993,5558275,2021,15,5558275,"19.41694,-99.17877",1341.0,19.41694,-99.17877
3000,5562688,2021,4,5562688,"19.40943,-99.16665",1311.5,19.40943,-99.16665
3013,5578963,2021,4,5578963,"19.4138,-99.17834",3639.0,19.4138,-99.17834
3020,5580404,2021,21,5580404,"19.41456,-99.16145",473.5,19.41456,-99.16145
3036,5593671,2021,46,5593671,"19.40777,-99.1778",789.5,19.40777,-99.1778
3043,5601692,2021,44,5601692,"['19.41869,-99.17077' '19.41999,-99.17105']",308.0,19.41869,-99.17077
3050,5606567,2021,7,5606567,"19.42517,-99.16041",623.5,19.42517,-99.16041
3070,5647908,2021,2,5647908,"19.41344,-99.17841",1160.0,19.41344,-99.17841
3077,5660783,2021,9,5660783,"['19.42749,-99.16748' '19.4276,-99.16541']",896.0,19.42749,-99.16748
3084,5671067,2021,57,5671067,"19.41909,-99.17242",270.5,19.41909,-99.17242
3091,5672914,2021,8,5672914,"['19.41031,-99.16344' '19.41231,-99.16351']",1297.5,19.41031,-99.16344
3107,5706972,2021,6,5706972,"19.43432,-99.14581",1738.0,19.43432,-99.14581
3111,5708831,2021,19,5708831,"19.36556,-99.1875",557.5,19.36556,-99.1875
3130,5738254,2021,7,5738254,"['19.35218,-99.15638' '19.35296,-99.15834']",420.5,19.35218,-99.15638
3143,5750174,2021,17,5750174,"19.35172,-99.19159",675.0,19.35172,-99.19159
3149,5750208,2021,3,5750208,"['19.35336,-99.193' '19.35373,-99.19185']",675.0,19.35336,-99.193
