,listing_id,year,comments,id,lat_lon,price,latitude,longitude
745,931771,2019,4,931771,"19.3275,-99.14288",289.0,19.3275,-99.14288
752,939721,2019,104,939721,"19.42288,-99.15488",1499.0,19.42288,-99.15488
761,997247,2019,80,997247,"19.41434,-99.15857",1440.5,19.41434,-99.15857
773,1011428,2019,10,1011428,"['19.34377,-99.19288' '19.34406,-99.19413']",6797.5,19.34377,-99.19288
781,1013504,2019,16,1013504,"19.34034,-99.18345",288.5,19.34034,-99.18345
789,1019309,2019,28,1019309,"19.44325,-99.20191",1906.0,19.44325,-99.20191
798,1022380,2019,30,1022380,"19.43271,-99.13857",1238.0,19.43271,-99.13857
819,1087636,2019,10,1087636,"['19.30461,-99.18307' '19.30523,-99.18356']",450.0,19.30461,-99.18307
826,1130658,2019,12,1130658,"['19.36763,-99.17944' '19.36809,-99.17821']",788.5,19.36763,-99.17944
842,1167552,2019,36,1167552,"['19.41317,-99.15735' '19.41491,-99.15684']",549.0,19.41317,-99.15735
849,1170780,2019,2,1170780,"['19.39129,-99.1888' '19.39174,-99.18851']",433.0,19.39129,-99.1888
880,1283294,2019,30,1283294,"19.42801,-99.16467",2998.5,19.42801,-99.16467
886,1286695,2019,8,1286695,"['19.43514,-99.18361' '19.43545,-99.18216']",928.0,19.43514,-99.18361
892,1288566,2019,22,1288566,"['19.43179,-99.19426' '19.43202,-99.19624']",3491.0,19.43179,-99.19426
898,1323378,2019,2,1323378,"19.39084,-99.16981",920.0,19.39084,-99.16981
907,1335688,2019,10,1335688,"19.361,-99.19862",600.0,19.361,-99.19862
914,1337735,2019,4,1337735,"19.43009,-99.19555",1978.0,19.43009,-99.19555
921,1344188,2019,60,1344188,"19.39219,-99.17705",41780.5,19.39219,-99.17705
929,1378164,2019,34,1378164,"19.39829,-99.13817",420.0,19.39829,-99.13817
937,1380783,2019,10,1380783,"19.42903,-99.19238",2160.5,19.42903,-99.19238
947,1403218,2019,88,1403218,"19.44324,-99.14649",1650.0,19.44324,-99.14649
956,1404363,2019,44,1404363,"19.38015,-99.17402",985.5,19.38015,-99.17402
965,1411454,2019,48,1411454,"['19.41701,-99.1658' '19.41702,-99.16712']",1300.0,19.41701,-99.1658
969,1412623,2019,8,1412623,"19.43047,-99.16267",297.0,19.43047,-99.16267
978,1429120,2019,4,1429120,"['19.36891,-99.1801' '19.36926,-99.1804']",300.0,19.36891,-99.1801
985,1441365,2019,34,1441365,"19.42029,-99.17323",1440.0,19.42029,-99.17323
994,1441434,2019,19,1441434,"19.42910150126109,-99.16076298436658",2183.0,19.42910150126109,-99.16076298436658
1002,1462549,2019,40,1462549,"19.42833,-99.17634",1021.5,19.42833,-99.17634
1011,1476127,2019,74,1476127,"19.38021,-99.16878",642.0,19.38021,-99.16878
1020,1483498,2019,88,1483498,"['19.41223,-99.1779' '19.4144,-99.17742']",875.0,19.41223,-99.1779
1030,1511307,2019,82,1511307,"19.43335,-99.15476",1328.5,19.43335,-99.15476
1037,1514815,2019,1,1514815,"19.42376,-99.15455",950.0,19.42376,-99.15455
1046,1547284,2019,10,1547284,"19.37845,-99.17221",679.0,19.37845,-99.17221
1055,1555819,2019,82,1555819,"['19.41555,-99.16612' '19.41709,-99.16603']",1403.5,19.41555,-99.16612
1076,1627630,2019,86,1627630,"19.41501,-99.16565",1403.5,19.41501,-99.16565
1088,1662282,2019,10,1662282,"19.4154,-99.15701",1243.5,19.4154,-99.15701
1097,1676923,2019,62,1676923,"19.41919,-99.15894",1584.0,19.41919,-99.15894
1106,1689161,2019,38,1689161,"['19.41105,-99.17436' '19.41147,-99.17284']",1087.0,19.41105,-99.17436
1115,1727725,2019,8,1727725,"['19.34915,-99.19397' '19.34923,-99.19307']",2200.0,19.34915,-99.19397
1122,1736063,2019,2,1736063,"['19.34723,-99.19396' '19.34906,-99.19336']",1800.0,19.34723,-99.19396
1128,1768385,2019,80,1768385,"19.43432,-99.14581",1008.5,19.43432,-99.14581
1141,1797749,2019,1,1797749,"19.41143,-99.16533",1782.0,19.41143,-99.16533
1153,1826212,2019,44,1826212,"['19.38089,-99.17245' '19.38144,-99.17096']",950.0,19.38089,-99.17245
1162,1850394,2019,82,1850394,"19.43122,-99.15562",1645.0,19.43122,-99.15562
1171,1877286,2019,34,1877286,"19.42804,-99.16463",3898.5,19.42804,-99.16463
1183,1919273,2019,6,1919273,"['19.42048,-99.16697' '19.4221,-99.16886']",375.0,19.42048,-99.16697
1192,1919310,2019,42,1919310,"19.42242,-99.16823",350.0,19.42242,-99.16823
1201,1919438,2019,58,1919438,"['19.42048,-99.15678' '19.42072,-99.15759']",1760.5,19.42048,-99.15678
1205,1920070,2019,4,1920070,"19.24444,-99.17044",424.0,19.24444,-99.17044
1211,1925256,2019,6,1925256,"['19.34888,-99.19277' '19.34943,-99.19427']",1800.0,19.34888,-99.19277
1218,1949644,2019,18,1949644,"19.41063,-99.16575",900.0,19.41063,-99.16575
1232,1999474,2019,9,1999474,"['19.41979,-99.16363' '19.42064,-99.16134']",1865.0,19.41979,-99.16363
1240,2007564,2019,8,2007564,"19.40137,-99.17173",670.0,19.40137,-99.17173
1254,2046159,2019,2,2046159,"19.40914,-99.16199",574.0,19.40914,-99.16199
1259,2056514,2019,16,2056514,"['19.35711,-99.16049' '19.35713,-99.16026']",1093.0,19.35711,-99.16049
1265,2056622,2019,2,2056622,"19.35585,-99.16315",1631.0,19.35585,-99.16315
1276,2072354,2019,8,2072354,"19.35358,-99.16948",850.0,19.35358,-99.16948
1282,2075738,2019,6,2075738,"19.41909,-99.16043",2500.0,19.41909,-99.16043
1290,2083241,2019,42,2083241,"['19.4153,-99.16763' '19.41673,-99.16577']",1432.0,19.4153,-99.16763
1298,2084093,2019,188,2084093,"19.43949,-99.08769",452.0,19.43949,-99.08769
1310,2094427,2019,20,2094427,"19.43573,-99.18955",1268.0,19.43573,-99.18955
1317,2112138,2019,8,2112138,"['19.35284,-99.1695' '19.3537,-99.16916']",975.0,19.35284,-99.1695
1321,2117709,2019,10,2117709,"['19.34219,-99.15952' '19.3441,-99.15786']",557.0,19.34219,-99.15952
1328,2118573,2019,40,2118573,"['19.38777,-99.17532' '19.38837,-99.1739']",1855.0,19.38777,-99.17532
1336,2127400,2019,20,2127400,"19.4191,-99.15904",1753.0,19.4191,-99.15904
1343,2130176,2019,12,2130176,"['19.41294,-99.15667' '19.41416,-99.1568']",973.5,19.41294,-99.15667
1352,2171338,2019,86,2171338,"19.43339,-99.15467",1218.0,19.43339,-99.15467
1359,2182375,2019,8,2182375,"['19.38198,-99.15204' '19.38212,-99.15361']",1725.5,19.38198,-99.15204
1365,2188749,2019,3,2188749,"19.39402,-99.15869",453.0,19.39402,-99.15869
1369,2228415,2019,2,2228415,"19.34948,-99.19381",5000.0,19.34948,-99.19381
1377,2237624,2019,15,2237624,"19.42831,-99.13497",1030.0,19.42831,-99.13497
1383,2238309,2019,106,2238309,"19.41689,-99.17792",1550.0,19.41689,-99.17792
1390,2257525,2019,12,2257525,"19.40252,-99.18273",270.0,19.40252,-99.18273
1397,2284377,2019,4,2284377,"19.43793,-99.20905",722.5,19.43793,-99.20905
1404,2289797,2019,64,2289797,"19.42054,-99.17074",1000.0,19.42054,-99.17074
1416,2297850,2019,58,2297850,"19.42887,-99.17651",609.0,19.42887,-99.17651
1424,2307983,2019,74,2307983,"19.42589,-99.16634",1525.5,19.42589,-99.16634
1430,2315918,2019,2,2315918,"19.418,-99.16532",1625.0,19.418,-99.16532
1436,2318781,2019,21,2318781,"19.42792,-99.13794",473.0,19.42792,-99.13794
1444,2373420,2019,14,2373420,"19.30729,-99.16962",213.0,19.30729,-99.16962
1449,2401724,2019,83,2401724,"19.4171,-99.1725",1051.0,19.4171,-99.1725
1456,2406485,2019,12,2406485,"['19.40103,-99.17618' '19.40171,-99.17793']",375.0,19.40103,-99.17618
1468,2424204,2019,4,2424204,"19.43794,-99.13644",2036.5,19.43794,-99.13644
1471,2436156,2019,62,2436156,"['19.4098,-99.17851' '19.40987,-99.1798']",1646.5,19.4098,-99.17851
1476,2444573,2019,6,2444573,"19.36229,-99.17355",1072.0,19.36229,-99.17355
1483,2447795,2019,6,2447795,"19.41245,-99.18961",1496.0,19.41245,-99.18961
1490,2484037,2019,24,2484037,"19.41059,-99.17501",1115.0,19.41059,-99.17501
1497,2488193,2019,6,2488193,"19.43815,-99.13644",1426.0,19.43815,-99.13644
1504,2506525,2019,16,2506525,"['19.31669,-99.16917' '19.3183,-99.16781']",208.0,19.31669,-99.16917
1510,2519535,2019,2,2519535,"19.35418,-99.16338",1162.5,19.35418,-99.16338
1517,2521698,2019,42,2521698,"19.41356,-99.17586",1234.5,19.41356,-99.17586
1525,2537481,2019,104,2537481,"['19.42018,-99.15945' '19.42256,-99.16074']",2458.5,19.42018,-99.15945
1533,2537521,2019,48,2537521,"19.4218,-99.16474",3062.0,19.4218,-99.16474
1541,2537695,2019,16,2537695,"19.40608,-99.17845",1135.5,19.40608,-99.17845
1546,2540221,2019,10,2540221,"['19.34347,-99.16108' '19.3451,-99.16039']",1165.0,19.34347,-99.16108
1559,2565646,2019,38,2565646,"19.42574,-99.16625",1698.0,19.42574,-99.16625
1583,2643099,2019,2,2643099,"['19.33753,-99.15454' '19.338,-99.15243']",515.0,19.33753,-99.15454
1589,2666125,2019,21,2666125,"19.4141,-99.17348",3483.0,19.4141,-99.17348
1598,2702917,2019,2,2702917,"['19.41633,-99.18026' '19.41814,-99.18055']",513.0,19.41633,-99.18026
1614,2729571,2019,24,2729571,"19.44551,-99.15605",985.5,19.44551,-99.15605
1620,2745912,2019,34,2745912,"['19.37496,-99.17334' '19.37542,-99.17232']",292.5,19.37496,-99.17334
1627,2755055,2019,46,2755055,"19.41718,-99.17311",2584.0,19.41718,-99.17311
1633,2784853,2019,44,2784853,"19.41833,-99.11802",1541.5,19.41833,-99.11802
1638,2794006,2019,18,2794006,"19.37892,-99.1889",761.5,19.37892,-99.1889
1645,2801646,2019,15,2801646,"19.43,-99.17411",729.0,19.43,-99.17411
1650,2831712,2019,2,2831712,"['19.41856,-99.16593' '19.41875,-99.16545']",1625.0,19.41856,-99.16593
1658,2836677,2019,10,2836677,"['19.44181,-99.18754' '19.44181,-99.18803']",1443.5,19.44181,-99.18754
1664,2848002,2019,2,2848002,"19.35445,-99.16251",1225.0,19.35445,-99.16251
1670,2848113,2019,4,2848113,"19.35472,-99.16258",1225.0,19.35472,-99.16258
1675,2863665,2019,54,2863665,"['19.4321,-99.17323' '19.43238,-99.17465']",400.0,19.4321,-99.17323
1684,2894095,2019,70,2894095,"19.36045,-99.27996",3375.0,19.36045,-99.27996
1691,2905087,2019,4,2905087,"['19.42963,-99.17329' '19.43136,-99.17242']",435.0,19.42963,-99.17329
1692,2908932,2019,3,2908932,"19.42642,-99.1595",683.0,19.42642,-99.1595
1699,2908957,2019,2,2908957,"19.42536,-99.16043",682.5,19.42536,-99.16043
1701,2918765,2019,12,2918765,"['19.42297,-99.20626' '19.42312,-99.20636']",800.0,19.42297,-99.20626
1704,2942919,2019,23,2942919,"19.34682,-99.16616",449.0,19.34682,-99.16616
1712,2943836,2019,14,2943836,"19.36295,-99.15335",822.5,19.36295,-99.15335
1725,2984619,2019,8,2984619,"['19.43487,-99.20645' '19.43661,-99.20527']",1505.0,19.43487,-99.20645
1733,2984948,2019,2,2984948,"['19.42962,-99.20321' '19.43105,-99.20278']",1318.5,19.42962,-99.20321
1741,2985126,2019,6,2985126,"19.40522,-99.24098",929.0,19.40522,-99.24098
1749,2986194,2019,16,2986194,"['19.42504,-99.22547' '19.42512,-99.22595']",1655.0,19.42504,-99.22547
1757,2987766,2019,14,2987766,"['19.42416,-99.22405' '19.42485,-99.22614']",1246.0,19.42416,-99.22405
1764,2993993,2019,16,2993993,"19.4017,-99.25329",1833.0,19.4017,-99.25329
1775,3011163,2019,2,3011163,"['19.39012,-99.18337' '19.39057,-99.18412']",309.0,19.39012,-99.18337
1782,3013008,2019,18,3013008,"19.44336,-99.20072",1205.5,19.44336,-99.20072
1792,3033052,2019,24,3033052,"19.39171,-99.17506",350.0,19.39171,-99.17506
1799,3033293,2019,26,3033293,"['19.42182,-99.15899' '19.42198,-99.15906']",1242.0,19.42182,-99.15899
1809,3049887,2019,4,3049887,"19.42503,-99.22601",1010.0,19.42503,-99.22601
1817,3057573,2019,98,3057573,"['19.42863,-99.19304' '19.42993,-99.19266']",1591.5,19.42863,-99.19304
1822,3105424,2019,2,3105424,"19.43242,-99.19045",2250.0,19.43242,-99.19045
1832,3148012,2019,68,3148012,"19.41121,-99.15957",1693.0,19.41121,-99.15957
1839,3157656,2019,4,3157656,"19.43432,-99.14581",1458.0,19.43432,-99.14581
1844,3168035,2019,4,3168035,"['19.41754,-99.17158' '19.41907,-99.17129']",240.0,19.41754,-99.17158
1851,3168086,2019,7,3168086,"['19.4178,-99.16999' '19.41798,-99.17052']",170.0,19.4178,-99.16999
1856,3183133,2019,24,3183133,"['19.40303,-99.24273' '19.40306,-99.24098']",762.5,19.40303,-99.24273
1866,3237348,2019,56,3237348,"19.41718,-99.17407",2256.0,19.41718,-99.17407
1871,3240086,2019,24,3240086,"['19.43348,-99.14837' '19.43386,-99.14648']",522.5,19.43348,-99.14837
1877,3242026,2019,4,3242026,"19.45688,-99.21323",848.0,19.45688,-99.21323
1883,3258457,2019,4,3258457,"19.41048,-99.16375",1343.0,19.41048,-99.16375
1892,3293072,2019,42,3293072,"['19.43488,-99.15107' '19.43547,-99.15318']",2062.0,19.43488,-99.15107
1899,3293497,2019,30,3293497,"['19.40596,-99.17049' '19.4061,-99.16957']",871.5,19.40596,-99.17049
1907,3293655,2019,3,3293655,"19.43815,-99.13644",2888.0,19.43815,-99.13644
1916,3319297,2019,16,3319297,"19.42646,-99.16036",984.0,19.42646,-99.16036
1923,3319445,2019,7,3319445,"19.42091,-99.17014",1383.0,19.42091,-99.17014
1930,3332515,2019,40,3332515,"19.41023,-99.17655",649.5,19.41023,-99.17655
1937,3344746,2019,2,3344746,"19.29645,-99.23319",250.0,19.29645,-99.23319
1940,3386326,2019,6,3386326,"['19.39229,-99.17625' '19.39294,-99.17416']",1199.0,19.39229,-99.17625
1944,3386470,2019,6,3386470,"19.34028,-99.20049",250.0,19.34028,-99.20049
1950,3424613,2019,10,3424613,"19.4504,-99.18019",768.5,19.4504,-99.18019
1974,3510377,2019,6,3510377,"19.47854,-99.1335",539.0,19.47854,-99.1335
1977,3561395,2019,6,3561395,"['19.40623,-99.17141' '19.40645,-99.16959']",1191.5,19.40623,-99.17141
1984,3577110,2019,62,3577110,"19.41232,-99.16073",742.0,19.41232,-99.16073
1988,3586379,2019,18,3586379,"19.40702,-99.16002",850.0,19.40702,-99.16002
1993,3595167,2019,134,3595167,"['19.43211,-99.16912' '19.43224,-99.16942']",518.5,19.43211,-99.16912
2000,3602334,2019,12,3602334,"19.43293,-99.21078",790.0,19.43293,-99.21078
2015,3635953,2019,128,3635953,"19.43215,-99.18851",1454.0,19.43215,-99.18851
2027,3682989,2019,44,3682989,"19.44237,-99.20117",1643.0,19.44237,-99.20117
2034,3688757,2019,114,3688757,"19.41441,-99.16323",1421.0,19.41441,-99.16323
2046,3756112,2019,7,3756112,"19.42867,-99.17647",697.0,19.42867,-99.17647
2053,3767434,2019,10,3767434,"['19.37582,-99.1605' '19.37762,-99.15932']",740.0,19.37582,-99.1605
2062,3802347,2019,1,3802347,"19.4174,-99.16169",474.0,19.4174,-99.16169
2069,3835382,2019,70,3835382,"19.41152,-99.17262",2695.0,19.41152,-99.17262
2076,3835975,2019,92,3835975,"19.4202,-99.16906",5400.0,19.4202,-99.16906
2084,3843070,2019,10,3843070,"19.3439,-99.16784",619.0,19.3439,-99.16784
2090,3843651,2019,28,3843651,"19.35984,-99.27943",2599.5,19.35984,-99.27943
2095,3848018,2019,6,3848018,"['19.41291,-99.17511' '19.41397,-99.17491']",360.0,19.41291,-99.17511
2099,3849434,2019,174,3849434,"19.42044,-99.16682",1149.0,19.42044,-99.16682
2107,3869175,2019,50,3869175,"19.43728,-99.14224",678.0,19.43728,-99.14224
2114,3869649,2019,20,3869649,"19.43522,-99.13684",300.0,19.43522,-99.13684
2122,3876420,2019,16,3876420,"19.39052,-99.15944",483.0,19.39052,-99.15944
2128,3881748,2019,6,3881748,"19.39664,-99.17516",750.0,19.39664,-99.17516
2135,3898193,2019,3,3898193,"19.43815,-99.13644",1444.0,19.43815,-99.13644
2143,3904158,2019,28,3904158,"['19.42881,-99.14792' '19.42906,-99.14615']",660.0,19.42881,-99.14792
2151,3916192,2019,120,3916192,"['19.4193,-99.16843' '19.41964,-99.16893']",2050.0,19.4193,-99.16843
2159,3916297,2019,28,3916297,"19.41321,-99.15943",695.0,19.41321,-99.15943
2162,3924861,2019,1,3924861,"19.35557,-99.16584",1231.0,19.35557,-99.16584
2163,3925290,2019,10,3925290,"19.43919,-99.18552",850.0,19.43919,-99.18552
2168,3938955,2019,46,3938955,"['19.40842,-99.17385' '19.4089,-99.17479']",287.0,19.40842,-99.17385
2174,3942287,2019,2,3942287,"['19.40591,-99.18833' '19.40678,-99.18864']",2041.0,19.40591,-99.18833
2181,3944872,2019,6,3944872,"['19.41961,-99.16729' '19.42139,-99.16748']",1223.0,19.41961,-99.16729
2194,3950182,2019,8,3950182,"19.45254,-99.16312",1009.5,19.45254,-99.16312
2201,3961445,2019,28,3961445,"19.34015,-99.15832",304.5,19.34015,-99.15832
2207,3963510,2019,1,3963510,"19.29296,-99.15928",650.0,19.29296,-99.15928
2218,3994650,2019,23,3994650,"19.41861,-99.21494",5259.0,19.41861,-99.21494
2222,4000119,2019,2,4000119,"['19.42117,-99.16809' '19.42164,-99.16834']",719.0,19.42117,-99.16809
2229,4013766,2019,62,4013766,"19.4374,-99.19049",3178.5,19.4374,-99.19049
2237,4032302,2019,32,4032302,"['19.40456,-99.16308' '19.4049,-99.16206']",707.0,19.40456,-99.16308
2242,4062881,2019,8,4062881,"19.35059,-99.1978",289.0,19.35059,-99.1978
2250,4073755,2019,4,4073755,"['19.437281,-99.212929' '19.43825,-99.21371']",3419.0,19.437281,-99.212929
2257,4074448,2019,28,4074448,"19.44018,-99.16178",500.0,19.44018,-99.16178
2264,4074709,2019,32,4074709,"19.41896,-99.15508",1189.5,19.41896,-99.15508
2271,4091848,2019,26,4091848,"19.43025,-99.17326",565.0,19.43025,-99.17326
2278,4097894,2019,88,4097894,"19.35291,-99.16764",494.5,19.35291,-99.16764
2286,4103618,2019,5,4103618,"19.4134,-99.16194",804.0,19.4134,-99.16194
2294,4118496,2019,10,4118496,"19.43792,-99.19647",2082.5,19.43792,-99.19647
2299,4133239,2019,1,4133239,"19.43326,-99.16806",900.0,19.43326,-99.16806
2301,4142890,2019,62,4142890,"19.43107,-99.14473",1003.5,19.43107,-99.14473
2308,4179076,2019,2,4179076,"19.43395,-99.20611",2471.0,19.43395,-99.20611
2315,4180044,2019,30,4180044,"['19.42978,-99.20304' '19.43133,-99.20451']",1213.5,19.42978,-99.20304
2320,4197547,2019,6,4197547,"['19.4273,-99.16889' '19.42896,-99.17025']",2882.0,19.4273,-99.16889
2330,4234262,2019,156,4234262,"19.41104,-99.17168",895.5,19.41104,-99.17168
2338,4256949,2019,3,4256949,"19.40901,-99.16225",620.0,19.40901,-99.16225
2343,4257047,2019,1,4257047,"19.40907,-99.16243",924.0,19.40907,-99.16243
2349,4257141,2019,1,4257141,"19.40866,-99.16278",574.0,19.40866,-99.16278
2356,4263660,2019,150,4263660,"19.42699,-99.1351",411.5,19.42699,-99.1351
2363,4269213,2019,58,4269213,"19.42884,-99.17447",815.5,19.42884,-99.17447
2367,4269477,2019,2,4269477,"['19.36306,-99.16338' '19.36457,-99.16335']",800.0,19.36306,-99.16338
2372,4276768,2019,4,4276768,"['19.30177,-99.12838' '19.3019,-99.12866']",550.0,19.30177,-99.12838
2378,4278958,2019,28,4278958,"19.4366,-99.19059",9100.0,19.4366,-99.19059
2386,4286935,2019,4,4286935,"['19.40596,-99.1885' '19.40755,-99.1864']",1134.0,19.40596,-99.1885
2387,4287097,2019,8,4287097,"19.41558,-99.16766",1356.0,19.41558,-99.16766
