,listing_id,year,comments,id,lat_lon,price,latitude,longitude
395,567176,2018,2,567176,"['19.45553,-99.15988' '19.45595,-99.15944']",210.0,19.45553,-99.15988
409,583039,2018,26,583039,"19.43374,-99.14616",1408.0,19.43374,-99.14616
422,608312,2018,12,608312,"19.40711,-99.17567",846.5,19.40711,-99.17567
429,609012,2018,6,609012,"['19.43221,-99.15708' '19.43294,-99.15559']",1543.5,19.43221,-99.15708
438,613181,2018,38,613181,"19.43826,-99.1366",1362.0,19.43826,-99.1366
447,618711,2018,1,618711,"19.44353,-99.18649",225.0,19.44353,-99.18649
455,628081,2018,104,628081,"['19.41789,-99.17209' '19.41936,-99.17281']",1712.5,19.41789,-99.17209
465,635324,2018,36,635324,"19.35323,-99.19343",823.0,19.35323,-99.19343
480,642797,2018,22,642797,"['19.4143,-99.18042' '19.41499,-99.18215']",9300.5,19.4143,-99.18042
491,655422,2018,26,655422,"19.41417,-99.11566",1366.5,19.41417,-99.11566
501,691019,2018,60,691019,"19.43048,-99.14461",1234.5,19.43048,-99.14461
510,696031,2018,60,696031,"19.44226,-99.18406",1155.0,19.44226,-99.18406
518,696037,2018,2,696037,"19.4418,-99.18402",1340.5,19.4418,-99.18402
526,712611,2018,70,712611,"['19.41031,-99.16434' '19.41046,-99.16409']",932.5,19.41031,-99.16434
535,728372,2018,16,728372,"['19.44222,-99.14461' '19.44371,-99.14442']",2629.5,19.44222,-99.14461
545,729898,2018,110,729898,"['19.41226,-99.16594' '19.41362,-99.16603']",1326.5,19.41226,-99.16594
553,736107,2018,52,736107,"19.42397,-99.15571",1208.0,19.42397,-99.15571
558,737328,2018,10,737328,"19.43059,-99.17073",1102.0,19.43059,-99.17073
570,757338,2018,5,757338,"19.34424,-99.16949",3266.0,19.34424,-99.16949
581,773150,2018,6,773150,"['19.34419,-99.16083' '19.34604,-99.15938']",928.0,19.34419,-99.16083
587,783480,2018,20,783480,"['19.35213,-99.28565' '19.35379,-99.28459']",500.0,19.35213,-99.28565
595,783919,2018,3,783919,"19.3602,-99.27062",1900.0,19.3602,-99.27062
600,796477,2018,28,796477,"19.41824,-99.1756",618.5,19.41824,-99.1756
610,817291,2018,3,817291,"19.38468,-99.17708",928.0,19.38468,-99.17708
617,822005,2018,10,822005,"19.40243,-99.17828",1367.0,19.40243,-99.17828
626,824016,2018,2,824016,"19.40915,-99.17321",900.0,19.40915,-99.17321
633,826691,2018,2,826691,"19.40915,-99.17321",850.0,19.40915,-99.17321
638,826760,2018,1,826760,"19.40915,-99.17321",971.0,19.40915,-99.17321
643,828714,2018,18,828714,"['19.34183,-99.15533' '19.34277,-99.15553']",618.0,19.34183,-99.15533
650,832805,2018,6,832805,"19.44262,-99.14566",432.0,19.44262,-99.14566
662,858277,2018,22,858277,"19.41319,-99.1758",1959.0,19.41319,-99.1758
674,865012,2018,18,865012,"19.43078,-99.17011",1132.0,19.43078,-99.17011
694,868843,2018,14,868843,"19.43068,-99.17007",919.5,19.43068,-99.17007
701,868986,2018,10,868986,"19.4306,-99.17074",917.5,19.4306,-99.17074
707,869063,2018,2,869063,"19.43052,-99.17003",1126.0,19.43052,-99.17003
711,872238,2018,6,872238,"19.41802,-99.16141",1770.0,19.41802,-99.16141
719,883511,2018,30,883511,"19.44207,-99.14797",2623.5,19.44207,-99.14797
734,913084,2018,11,913084,"19.43956,-99.17263",724.0,19.43956,-99.17263
743,927919,2018,24,927919,"19.40916,-99.17517",2499.0,19.40916,-99.17517
751,939721,2018,112,939721,"19.42288,-99.15488",1499.0,19.42288,-99.15488
760,997247,2018,112,997247,"19.41434,-99.15857",1440.5,19.41434,-99.15857
780,1013504,2018,26,1013504,"19.34034,-99.18345",288.5,19.34034,-99.18345
788,1019309,2018,30,1019309,"19.44325,-99.20191",1906.0,19.44325,-99.20191
797,1022380,2018,45,1022380,"19.43271,-99.13857",1238.0,19.43271,-99.13857
806,1051636,2018,4,1051636,"19.40592,-99.1691",804.0,19.40592,-99.1691
813,1066945,2018,22,1066945,"19.35445,-99.16251",1162.5,19.35445,-99.16251
818,1087636,2018,8,1087636,"['19.30461,-99.18307' '19.30523,-99.18356']",450.0,19.30461,-99.18307
825,1130658,2018,8,1130658,"['19.36763,-99.17944' '19.36809,-99.17821']",788.5,19.36763,-99.17944
831,1135302,2018,8,1135302,"19.36613,-99.17831",400.0,19.36613,-99.17831
841,1167552,2018,40,1167552,"['19.41317,-99.15735' '19.41491,-99.15684']",549.0,19.41317,-99.15735
848,1170780,2018,6,1170780,"['19.39129,-99.1888' '19.39174,-99.18851']",433.0,19.39129,-99.1888
855,1187817,2018,20,1187817,"19.40915,-99.17321",900.0,19.40915,-99.17321
862,1211383,2018,2,1211383,"['19.355,-99.16181' '19.35529,-99.163']",1031.0,19.355,-99.16181
867,1226234,2018,8,1226234,"['19.42834,-99.19382' '19.42948,-99.19179']",1898.5,19.42834,-99.19382
870,1233187,2018,1,1233187,"19.34242,-99.15955",349.0,19.34242,-99.15955
873,1236668,2018,1,1236668,"19.4336,-99.13224",1013.0,19.4336,-99.13224
879,1283294,2018,16,1283294,"19.42801,-99.16467",2998.5,19.42801,-99.16467
885,1286695,2018,8,1286695,"['19.43514,-99.18361' '19.43545,-99.18216']",928.0,19.43514,-99.18361
891,1288566,2018,10,1288566,"['19.43179,-99.19426' '19.43202,-99.19624']",3491.0,19.43179,-99.19426
895,1309198,2018,2,1309198,"['19.34356,-99.1286' '19.34368,-99.12719']",300.0,19.34356,-99.1286
906,1335688,2018,2,1335688,"19.361,-99.19862",600.0,19.361,-99.19862
913,1337735,2018,5,1337735,"19.43009,-99.19555",1978.0,19.43009,-99.19555
920,1344188,2018,70,1344188,"19.39219,-99.17705",41780.5,19.39219,-99.17705
927,1363110,2018,8,1363110,"19.39165,-99.18885",432.0,19.39165,-99.18885
928,1378164,2018,18,1378164,"19.39829,-99.13817",420.0,19.39829,-99.13817
936,1380783,2018,22,1380783,"19.42903,-99.19238",2160.5,19.42903,-99.19238
946,1403218,2018,60,1403218,"19.44324,-99.14649",1650.0,19.44324,-99.14649
955,1404363,2018,36,1404363,"19.38015,-99.17402",985.5,19.38015,-99.17402
964,1411454,2018,68,1411454,"['19.41701,-99.1658' '19.41702,-99.16712']",1300.0,19.41701,-99.1658
968,1412623,2018,138,1412623,"19.43047,-99.16267",297.0,19.43047,-99.16267
977,1429120,2018,12,1429120,"['19.36891,-99.1801' '19.36926,-99.1804']",300.0,19.36891,-99.1801
984,1441365,2018,34,1441365,"19.42029,-99.17323",1440.0,19.42029,-99.17323
993,1441434,2018,28,1441434,"19.42910150126109,-99.16076298436658",2183.0,19.42910150126109,-99.16076298436658
1001,1462549,2018,22,1462549,"19.42833,-99.17634",1021.5,19.42833,-99.17634
1010,1476127,2018,54,1476127,"19.38021,-99.16878",642.0,19.38021,-99.16878
1019,1483498,2018,84,1483498,"['19.41223,-99.1779' '19.4144,-99.17742']",875.0,19.41223,-99.1779
1023,1483664,2018,6,1483664,"['19.35643,-99.12227' '19.35796,-99.12219']",617.5,19.35643,-99.12227
1029,1511307,2018,104,1511307,"19.43335,-99.15476",1328.5,19.43335,-99.15476
1045,1547284,2018,10,1547284,"19.37845,-99.17221",679.0,19.37845,-99.17221
1054,1555819,2018,72,1555819,"['19.41555,-99.16612' '19.41709,-99.16603']",1403.5,19.41555,-99.16612
1063,1565220,2018,8,1565220,"['19.34615,-99.19062' '19.34735,-99.19016']",2900.0,19.34615,-99.19062
1069,1599474,2018,10,1599474,"19.43868,-99.21314",680.0,19.43868,-99.21314
1075,1627630,2018,80,1627630,"19.41501,-99.16565",1403.5,19.41501,-99.16565
1087,1662282,2018,2,1662282,"19.4154,-99.15701",1243.5,19.4154,-99.15701
1096,1676923,2018,104,1676923,"19.41919,-99.15894",1584.0,19.41919,-99.15894
1105,1689161,2018,32,1689161,"['19.41105,-99.17436' '19.41147,-99.17284']",1087.0,19.41105,-99.17436
1114,1727725,2018,14,1727725,"['19.34915,-99.19397' '19.34923,-99.19307']",2200.0,19.34915,-99.19397
1121,1736063,2018,16,1736063,"['19.34723,-99.19396' '19.34906,-99.19336']",1800.0,19.34723,-99.19396
1127,1768385,2018,92,1768385,"19.43432,-99.14581",1008.5,19.43432,-99.14581
1140,1797749,2018,5,1797749,"19.41143,-99.16533",1782.0,19.41143,-99.16533
1152,1826212,2018,22,1826212,"['19.38089,-99.17245' '19.38144,-99.17096']",950.0,19.38089,-99.17245
1161,1850394,2018,91,1850394,"19.43122,-99.15562",1645.0,19.43122,-99.15562
1170,1877286,2018,6,1877286,"19.42804,-99.16463",3898.5,19.42804,-99.16463
1175,1906586,2018,2,1906586,"19.42391,-99.15619",1150.0,19.42391,-99.15619
1182,1919273,2018,24,1919273,"['19.42048,-99.16697' '19.4221,-99.16886']",375.0,19.42048,-99.16697
1191,1919310,2018,32,1919310,"19.42242,-99.16823",350.0,19.42242,-99.16823
1200,1919438,2018,62,1919438,"['19.42048,-99.15678' '19.42072,-99.15759']",1760.5,19.42048,-99.15678
1210,1925256,2018,6,1925256,"['19.34888,-99.19277' '19.34943,-99.19427']",1800.0,19.34888,-99.19277
1212,1945351,2018,4,1945351,"['19.28356,-99.21837' '19.28372,-99.21666']",556.0,19.28356,-99.21837
1217,1949644,2018,16,1949644,"19.41063,-99.16575",900.0,19.41063,-99.16575
1226,1988412,2018,6,1988412,"['19.38597,-99.15545' '19.38672,-99.15554']",823.0,19.38597,-99.15545
1231,1999474,2018,8,1999474,"['19.41979,-99.16363' '19.42064,-99.16134']",1865.0,19.41979,-99.16363
1239,2007564,2018,38,2007564,"19.40137,-99.17173",670.0,19.40137,-99.17173
1253,2046159,2018,2,2046159,"19.40914,-99.16199",574.0,19.40914,-99.16199
1258,2056514,2018,12,2056514,"['19.35711,-99.16049' '19.35713,-99.16026']",1093.0,19.35711,-99.16049
1264,2056622,2018,4,2056622,"19.35585,-99.16315",1631.0,19.35585,-99.16315
1270,2056638,2018,2,2056638,"['19.35353,-99.16299' '19.35404,-99.16114']",1628.5,19.35353,-99.16299
1275,2072354,2018,18,2072354,"19.35358,-99.16948",850.0,19.35358,-99.16948
1281,2075738,2018,16,2075738,"19.41909,-99.16043",2500.0,19.41909,-99.16043
1289,2083241,2018,84,2083241,"['19.4153,-99.16763' '19.41673,-99.16577']",1432.0,19.4153,-99.16763
1297,2084093,2018,264,2084093,"19.43949,-99.08769",452.0,19.43949,-99.08769
1304,2088218,2018,2,2088218,"['19.34022,-99.15306' '19.34179,-99.15327']",375.0,19.34022,-99.15306
1309,2094427,2018,16,2094427,"19.43573,-99.18955",1268.0,19.43573,-99.18955
1316,2112138,2018,8,2112138,"['19.35284,-99.1695' '19.3537,-99.16916']",975.0,19.35284,-99.1695
1320,2117709,2018,2,2117709,"['19.34219,-99.15952' '19.3441,-99.15786']",557.0,19.34219,-99.15952
1327,2118573,2018,56,2118573,"['19.38777,-99.17532' '19.38837,-99.1739']",1855.0,19.38777,-99.17532
1335,2127400,2018,25,2127400,"19.4191,-99.15904",1753.0,19.4191,-99.15904
1342,2130176,2018,16,2130176,"['19.41294,-99.15667' '19.41416,-99.1568']",973.5,19.41294,-99.15667
1351,2171338,2018,104,2171338,"19.43339,-99.15467",1218.0,19.43339,-99.15467
1358,2182375,2018,14,2182375,"['19.38198,-99.15204' '19.38212,-99.15361']",1725.5,19.38198,-99.15204
1364,2188749,2018,23,2188749,"19.39402,-99.15869",453.0,19.39402,-99.15869
1368,2228415,2018,2,2228415,"19.34948,-99.19381",5000.0,19.34948,-99.19381
1371,2233440,2018,2,2233440,"19.40769,-99.17442",3592.0,19.40769,-99.17442
1376,2237624,2018,22,2237624,"19.42831,-99.13497",1030.0,19.42831,-99.13497
1382,2238309,2018,120,2238309,"19.41689,-99.17792",1550.0,19.41689,-99.17792
1389,2257525,2018,8,2257525,"19.40252,-99.18273",270.0,19.40252,-99.18273
1396,2284377,2018,4,2284377,"19.43793,-99.20905",722.5,19.43793,-99.20905
1403,2289797,2018,112,2289797,"19.42054,-99.17074",1000.0,19.42054,-99.17074
1415,2297850,2018,90,2297850,"19.42887,-99.17651",609.0,19.42887,-99.17651
1423,2307983,2018,60,2307983,"19.42589,-99.16634",1525.5,19.42589,-99.16634
1429,2315918,2018,2,2315918,"19.418,-99.16532",1625.0,19.418,-99.16532
1435,2318781,2018,30,2318781,"19.42792,-99.13794",473.0,19.42792,-99.13794
1442,2350051,2018,1,2350051,"19.37069,-99.1446",621.0,19.37069,-99.1446
1448,2401724,2018,50,2401724,"19.4171,-99.1725",1051.0,19.4171,-99.1725
1467,2424204,2018,6,2424204,"19.43794,-99.13644",2036.5,19.43794,-99.13644
1470,2436156,2018,48,2436156,"['19.4098,-99.17851' '19.40987,-99.1798']",1646.5,19.4098,-99.17851
1475,2444573,2018,2,2444573,"19.36229,-99.17355",1072.0,19.36229,-99.17355
1482,2447795,2018,16,2447795,"19.41245,-99.18961",1496.0,19.41245,-99.18961
1489,2484037,2018,20,2484037,"19.41059,-99.17501",1115.0,19.41059,-99.17501
1496,2488193,2018,10,2488193,"19.43815,-99.13644",1426.0,19.43815,-99.13644
1503,2506525,2018,20,2506525,"['19.31669,-99.16917' '19.3183,-99.16781']",208.0,19.31669,-99.16917
1516,2521698,2018,40,2521698,"19.41356,-99.17586",1234.5,19.41356,-99.17586
1524,2537481,2018,112,2537481,"['19.42018,-99.15945' '19.42256,-99.16074']",2458.5,19.42018,-99.15945
1532,2537521,2018,38,2537521,"19.4218,-99.16474",3062.0,19.4218,-99.16474
1540,2537695,2018,8,2537695,"19.40608,-99.17845",1135.5,19.40608,-99.17845
1545,2540221,2018,18,2540221,"['19.34347,-99.16108' '19.3451,-99.16039']",1165.0,19.34347,-99.16108
1552,2547576,2018,30,2547576,"['19.34705,-99.16738' '19.34706,-99.16568']",570.0,19.34705,-99.16738
1558,2565646,2018,51,2565646,"19.42574,-99.16625",1698.0,19.42574,-99.16625
1576,2608105,2018,8,2608105,"19.40953,-99.18697",719.0,19.40953,-99.18697
1582,2643099,2018,10,2643099,"['19.33753,-99.15454' '19.338,-99.15243']",515.0,19.33753,-99.15454
1588,2666125,2018,33,2666125,"19.4141,-99.17348",3483.0,19.4141,-99.17348
1597,2702917,2018,4,2702917,"['19.41633,-99.18026' '19.41814,-99.18055']",513.0,19.41633,-99.18026
1600,2702990,2018,1,2702990,"19.43242,-99.19022",950.0,19.43242,-99.19022
1606,2717406,2018,1,2717406,"19.37783,-99.16852",800.0,19.37783,-99.16852
1613,2729571,2018,44,2729571,"19.44551,-99.15605",985.5,19.44551,-99.15605
1619,2745912,2018,12,2745912,"['19.37496,-99.17334' '19.37542,-99.17232']",292.5,19.37496,-99.17334
1626,2755055,2018,42,2755055,"19.41718,-99.17311",2584.0,19.41718,-99.17311
1632,2784853,2018,30,2784853,"19.41833,-99.11802",1541.5,19.41833,-99.11802
1637,2794006,2018,8,2794006,"19.37892,-99.1889",761.5,19.37892,-99.1889
1644,2801646,2018,11,2801646,"19.43,-99.17411",729.0,19.43,-99.17411
1657,2836677,2018,6,2836677,"['19.44181,-99.18754' '19.44181,-99.18803']",1443.5,19.44181,-99.18754
1663,2848002,2018,4,2848002,"19.35445,-99.16251",1225.0,19.35445,-99.16251
1669,2848113,2018,8,2848113,"19.35472,-99.16258",1225.0,19.35472,-99.16258
1674,2863665,2018,76,2863665,"['19.4321,-99.17323' '19.43238,-99.17465']",400.0,19.4321,-99.17323
1683,2894095,2018,74,2894095,"19.36045,-99.27996",3375.0,19.36045,-99.27996
1690,2905087,2018,14,2905087,"['19.42963,-99.17329' '19.43136,-99.17242']",435.0,19.42963,-99.17329
1698,2908957,2018,2,2908957,"19.42536,-99.16043",682.5,19.42536,-99.16043
1703,2942919,2018,33,2942919,"19.34682,-99.16616",449.0,19.34682,-99.16616
1711,2943836,2018,20,2943836,"19.36295,-99.15335",822.5,19.36295,-99.15335
1718,2979950,2018,4,2979950,"['19.38869,-99.18381' '19.38974,-99.18328']",333.0,19.38869,-99.18381
1724,2984619,2018,8,2984619,"['19.43487,-99.20645' '19.43661,-99.20527']",1505.0,19.43487,-99.20645
1732,2984948,2018,2,2984948,"['19.42962,-99.20321' '19.43105,-99.20278']",1318.5,19.42962,-99.20321
1740,2985126,2018,2,2985126,"19.40522,-99.24098",929.0,19.40522,-99.24098
1748,2986194,2018,8,2986194,"['19.42504,-99.22547' '19.42512,-99.22595']",1655.0,19.42504,-99.22547
1756,2987766,2018,12,2987766,"['19.42416,-99.22405' '19.42485,-99.22614']",1246.0,19.42416,-99.22405
1763,2993993,2018,12,2993993,"19.4017,-99.25329",1833.0,19.4017,-99.25329
1774,3011163,2018,12,3011163,"['19.39012,-99.18337' '19.39057,-99.18412']",309.0,19.39012,-99.18337
1781,3013008,2018,52,3013008,"19.44336,-99.20072",1205.5,19.44336,-99.20072
1789,3027692,2018,15,3027692,"19.42854,-99.13592",660.0,19.42854,-99.13592
1791,3033052,2018,8,3033052,"19.39171,-99.17506",350.0,19.39171,-99.17506
1798,3033293,2018,26,3033293,"['19.42182,-99.15899' '19.42198,-99.15906']",1242.0,19.42182,-99.15899
1804,3047414,2018,3,3047414,"19.40646,-99.17588",842.0,19.40646,-99.17588
1808,3049887,2018,6,3049887,"19.42503,-99.22601",1010.0,19.42503,-99.22601
1816,3057573,2018,44,3057573,"['19.42863,-99.19304' '19.42993,-99.19266']",1591.5,19.42863,-99.19304
1827,3112616,2018,8,3112616,"['19.40492,-99.17737' '19.40636,-99.17753']",844.0,19.40492,-99.17737
1831,3148012,2018,52,3148012,"19.41121,-99.15957",1693.0,19.41121,-99.15957
1838,3157656,2018,14,3157656,"19.43432,-99.14581",1458.0,19.43432,-99.14581
1843,3168035,2018,10,3168035,"['19.41754,-99.17158' '19.41907,-99.17129']",240.0,19.41754,-99.17158
1850,3168086,2018,11,3168086,"['19.4178,-99.16999' '19.41798,-99.17052']",170.0,19.4178,-99.16999
1855,3183133,2018,18,3183133,"['19.40303,-99.24273' '19.40306,-99.24098']",762.5,19.40303,-99.24273
1862,3230948,2018,6,3230948,"19.43392,-99.13742",550.0,19.43392,-99.13742
1865,3237348,2018,54,3237348,"19.41718,-99.17407",2256.0,19.41718,-99.17407
1870,3240086,2018,38,3240086,"['19.43348,-99.14837' '19.43386,-99.14648']",522.5,19.43348,-99.14837
1876,3242026,2018,20,3242026,"19.45688,-99.21323",848.0,19.45688,-99.21323
1882,3258457,2018,4,3258457,"19.41048,-99.16375",1343.0,19.41048,-99.16375
1885,3286979,2018,2,3286979,"19.40646,-99.17535",842.0,19.40646,-99.17535
1891,3293072,2018,52,3293072,"['19.43488,-99.15107' '19.43547,-99.15318']",2062.0,19.43488,-99.15107
1898,3293497,2018,36,3293497,"['19.40596,-99.17049' '19.4061,-99.16957']",871.5,19.40596,-99.17049
1906,3293655,2018,9,3293655,"19.43815,-99.13644",2888.0,19.43815,-99.13644
1915,3319297,2018,4,3319297,"19.42646,-99.16036",984.0,19.42646,-99.16036
1922,3319445,2018,17,3319445,"19.42091,-99.17014",1383.0,19.42091,-99.17014
1929,3332515,2018,82,3332515,"19.41023,-99.17655",649.5,19.41023,-99.17655
1936,3344746,2018,12,3344746,"19.29645,-99.23319",250.0,19.29645,-99.23319
1939,3386326,2018,2,3386326,"['19.39229,-99.17625' '19.39294,-99.17416']",1199.0,19.39229,-99.17625
1945,3422086,2018,1,3422086,"19.37538,-99.16121",400.0,19.37538,-99.16121
1949,3424613,2018,32,3424613,"19.4504,-99.18019",768.5,19.4504,-99.18019
1973,3510377,2018,2,3510377,"19.47854,-99.1335",539.0,19.47854,-99.1335
1976,3561395,2018,10,3561395,"['19.40623,-99.17141' '19.40645,-99.16959']",1191.5,19.40623,-99.17141
1983,3577110,2018,58,3577110,"19.41232,-99.16073",742.0,19.41232,-99.16073
1987,3586379,2018,14,3586379,"19.40702,-99.16002",850.0,19.40702,-99.16002
1992,3595167,2018,146,3595167,"['19.43211,-99.16912' '19.43224,-99.16942']",518.5,19.43211,-99.16912
1999,3602334,2018,6,3602334,"19.43293,-99.21078",790.0,19.43293,-99.21078
2009,3628076,2018,14,3628076,"19.36007,-99.1641",341.0,19.36007,-99.1641
2014,3635953,2018,182,3635953,"19.43215,-99.18851",1454.0,19.43215,-99.18851
2021,3679755,2018,4,3679755,"['19.43236,-99.15652' '19.43294,-99.15448']",1337.5,19.43236,-99.15652
2026,3682989,2018,38,3682989,"19.44237,-99.20117",1643.0,19.44237,-99.20117
2033,3688757,2018,104,3688757,"19.41441,-99.16323",1421.0,19.41441,-99.16323
2040,3726437,2018,6,3726437,"['19.41557,-99.17292' '19.41608,-99.17215']",2058.5,19.41557,-99.17292
2045,3756112,2018,28,3756112,"19.42867,-99.17647",697.0,19.42867,-99.17647
2052,3767434,2018,14,3767434,"['19.37582,-99.1605' '19.37762,-99.15932']",740.0,19.37582,-99.1605
2058,3789769,2018,1,3789769,"19.45171,-99.16033",412.0,19.45171,-99.16033
2068,3835382,2018,50,3835382,"19.41152,-99.17262",2695.0,19.41152,-99.17262
2075,3835975,2018,76,3835975,"19.4202,-99.16906",5400.0,19.4202,-99.16906
2083,3843070,2018,14,3843070,"19.3439,-99.16784",619.0,19.3439,-99.16784
2089,3843651,2018,36,3843651,"19.35984,-99.27943",2599.5,19.35984,-99.27943
2098,3849434,2018,152,3849434,"19.42044,-99.16682",1149.0,19.42044,-99.16682
2106,3869175,2018,46,3869175,"19.43728,-99.14224",678.0,19.43728,-99.14224
2113,3869649,2018,12,3869649,"19.43522,-99.13684",300.0,19.43522,-99.13684
2121,3876420,2018,20,3876420,"19.39052,-99.15944",483.0,19.39052,-99.15944
2127,3881748,2018,84,3881748,"19.39664,-99.17516",750.0,19.39664,-99.17516
2134,3898193,2018,8,3898193,"19.43815,-99.13644",1444.0,19.43815,-99.13644
2142,3904158,2018,36,3904158,"['19.42881,-99.14792' '19.42906,-99.14615']",660.0,19.42881,-99.14792
2150,3916192,2018,148,3916192,"['19.4193,-99.16843' '19.41964,-99.16893']",2050.0,19.4193,-99.16843
2158,3916297,2018,28,3916297,"19.41321,-99.15943",695.0,19.41321,-99.15943
2167,3938955,2018,26,3938955,"['19.40842,-99.17385' '19.4089,-99.17479']",287.0,19.40842,-99.17385
2173,3942287,2018,6,3942287,"['19.40591,-99.18833' '19.40678,-99.18864']",2041.0,19.40591,-99.18833
2180,3944872,2018,2,3944872,"['19.41961,-99.16729' '19.42139,-99.16748']",1223.0,19.41961,-99.16729
2188,3947107,2018,8,3947107,"19.29362,-99.16224",300.0,19.29362,-99.16224
2193,3950182,2018,12,3950182,"19.45254,-99.16312",1009.5,19.45254,-99.16312
2200,3961445,2018,16,3961445,"19.34015,-99.15832",304.5,19.34015,-99.15832
2206,3963510,2018,2,3963510,"19.29296,-99.15928",650.0,19.29296,-99.15928
2217,3994650,2018,27,3994650,"19.41861,-99.21494",5259.0,19.41861,-99.21494
2228,4013766,2018,36,4013766,"19.4374,-99.19049",3178.5,19.4374,-99.19049
2236,4032302,2018,22,4032302,"['19.40456,-99.16308' '19.4049,-99.16206']",707.0,19.40456,-99.16308
2249,4073755,2018,16,4073755,"['19.437281,-99.212929' '19.43825,-99.21371']",3419.0,19.437281,-99.212929
2256,4074448,2018,18,4074448,"19.44018,-99.16178",500.0,19.44018,-99.16178
2263,4074709,2018,44,4074709,"19.41896,-99.15508",1189.5,19.41896,-99.15508
2270,4091848,2018,12,4091848,"19.43025,-99.17326",565.0,19.43025,-99.17326
2277,4097894,2018,94,4097894,"19.35291,-99.16764",494.5,19.35291,-99.16764
